"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-432-5p",25.1240715197525,-8.21736249889899,1.09187980212137,-7.52588561756869,5.23641670716976e-14,1.88966342041344e-13
"hsa-mir-382",16.0146044049581,8.10436063456387,1.09148339933383,7.42508831514086,1.1270468878153e-13,4.04206322111538e-13
"hsa-mir-619",48.1169613476171,9.64210154061023,1.30172232166685,7.40718767752524,1.29005837069612e-13,4.59830621702113e-13
"hsa-miR-2110",9.52466690508983,-6.94497288430076,0.940444541313827,-7.38477664466896,1.52709523942432e-13,5.41001423235079e-13
"hsa-mir-589",8.05003240525132,7.15196040473586,0.96981703523643,7.3745460688802,1.64905949009765e-13,5.80668826513172e-13
"hsa-mir-340",17.3562447852291,8.21211653815717,1.12417592509068,7.30501014553819,2.77245822509121e-13,9.70360378781923e-13
"hsa-mir-27a",18.1058084674813,8.27060811783996,1.13262150551989,7.302181776995,2.83138381024125e-13,9.85050295658783e-13
"hsa-miR-619-5p",82.4916840939097,-9.11708201913074,1.25042681976735,-7.29117600086907,3.07261055361095e-13,1.06261114979045e-12
"hsa-miR-130b-5p",50.6326543302409,-10.1269158109299,1.39765339982278,-7.24565604907049,4.30350965063017e-13,1.47949059586753e-12
"hsa-miR-200a-5p",6.65768904154432,-6.62428712710333,0.936771268066138,-7.07140296988233,1.53375031389115e-12,5.24181724923976e-12
"hsa-mir-584",32.9922970165853,9.09979454272775,1.29388146700804,7.03294295092583,2.02222066200738e-12,6.87081991009526e-12
"hsa-mir-484",15.5924267555543,8.05103861259206,1.14899810548008,7.00700773499371,2.43468811338053e-12,8.22414996438422e-12
"hsa-mir-4488",43.6177733655898,9.48906978587606,1.36294870154585,6.96216209393176,3.35089622502998e-12,1.12535879002452e-11
"hsa-miR-126-5p",15.1692620715223,-8.37698567712016,1.26181827140546,-6.6388210306937,3.16202038338543e-11,1.05582404755571e-10
"hsa-mir-411",5.94245905608641,6.70293537340718,1.01252690511719,6.62000717169226,3.59181442707029e-11,1.19248238978734e-10
"hsa-miR-493-5p",22.5562382284761,-8.93672411384496,1.35378778811532,-6.60127399013271,4.07639362328354e-11,1.34567312223167e-10
"hsa-mir-503",13.4193534234391,7.82329612669326,1.18651951906645,6.59348287236656,4.29626340690895e-11,1.41024239514921e-10
